argumentTypeId	argumentTypeName	sourceTaxonName	sourceTaxonId	sourceTaxonIds	interactionTypeName	interactionTypeId	targetTaxonName	targetTaxonId	targetTaxonIds	sourceBodyPartName	sourceBodyPartId	referenceDoi	referenceCitation
	support	Protoopalina pomacantha		WD:Q126617231|PPSDB:Q220	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1016/S0932-4739(00)80011-5	Grim, J. N., Pérez-España, H. and Martínez-Díaz, S. F. (2000). The morphology of Protoopalina pomacantha, n. sp., symbiont in the rectum of the Angelfishes, Pomacanthus zonipectus and Holacanthus passer. A light, scanning electron and transmission electron microscopic study. European Journal of Protistology 36, 343–350.
	support	Protoopalina pomacantha		WD:Q126617231|PPSDB:Q220	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1111/J.1550-7408.1990.TB01245.X	PATTERSON, D. J. and DELVINQUIER, B. L. J. (1990). The Fine Structure of the Cortex of the Protist Protoopalina australis (Slopalinida, Opalinidae) from Litoria nasuta and Litoria inermis (Amphibia: Anura: Hylidae) in Queensland, Australia. The Journal of Protozoology 37, 449–455.
	support	Protostelium irregularis	NCBI:txid435424	NCBI:txid435424|WD:Q126618157|PPSDB:Q210	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.1111/J.1550-7408.1994.TB06051.X	SPIEGEL, F. W., GECKS, S. C. and FELDMAN, J. (1994). Revision of the Genus Protostelium (Eumycetozoa) I: The Protostelium mycophaga Group and the P. irregularis Group. Journal of Eukaryotic Microbiology 41, 511–515.
	support	Psalteriomonas lanterna	NCBI:txid31290	NCBI:txid31290|WD:Q16988616|PPSDB:Q383	host of		unclassified Archaea		PPSDB:Q200	cytoplasm	GO:0005737	10.1111/J.1574-6968.1992.TB05244.X	Broers, C. A. M., Stumm, C. K. and Vogels, G. D. (1992). Monoxenic cultivation of the anaerobic amoeboflagellatePsalteriomonas lanternaand isolation of the methanogenic endosymbiont. FEMS Microbiology Letters 92, 115–118.
	support	Psalteriomonas lanterna	NCBI:txid31290	NCBI:txid31290|WD:Q16988616|PPSDB:Q383	host of		unclassified Archaea		PPSDB:Q200	cytoplasm	GO:0005737	10.1016/S0932-4739(11)80130-6	Broers, C. A. M., Stumm, C. K., Vogels, G. D. and Brugerolle, G. (1990). Psalteriomonas lanterna gen. nov., sp. nov., a free-living amoeboflagellate isolated from freshwater anaerobic sediments. European Journal of Protistology 25, 369–380.
	support	Psalteriomonas vulgaris		WD:Q126617763|PPSDB:Q1743	host of		Methanobacterium formicicum	NCBI:txid2162	NCBI:txid2162|WD:Q25863085|PPSDB:Q1744	cytoplasm	GO:0005737	10.1016/S0932-4739(11)80302-0	Broers, C. A. M., Meijers, H. H. M., Symens, J. C., Stumm, C. K., Vogels, G. D. and Brugerolle, G. (1993). Symbiotic association of Psalteriomonas vulgaris n. spec. with Methanobacterium formicicum. European Journal of Protistology 29, 98–105.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Alcanivorax sp. SA13	NCBI:txid1546489	NCBI:txid1546489|PPSDB:Q255	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Croceibacter atlanticus	NCBI:txid313588	NCBI:txid313588|WD:Q61944740|PPSDB:Q247	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Croceibacter atlanticus	NCBI:txid313588	NCBI:txid313588|WD:Q61944740|PPSDB:Q247	extracellular region	GO:0005576	10.1038/ISMEJ.2016.112	van Tol, H. M., Amin, S. A. and Armbrust, E. V. (2016). Ubiquitous marine bacterium inhibits diatom cell division. The ISME Journal 11, 31–42.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Hyphomonas sp. HV1	NCBI:txid1546490	NCBI:txid1546490|PPSDB:Q257	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Limnobacter sp. SA4	NCBI:txid1546497	NCBI:txid1546497|PPSDB:Q258	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Maribacter sp. HV3	NCBI:txid1546500	NCBI:txid1546500|PPSDB:Q259	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Marinobacter sp. SA8	NCBI:txid1546511	NCBI:txid1546511|PPSDB:Q260	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Muricauda sp. SA1	NCBI:txid1546513	NCBI:txid1546513|PPSDB:Q261	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Pseudoalteromonas sp. SA5	NCBI:txid1546515	NCBI:txid1546515|PPSDB:Q262	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Roseovarius sp. SA33	NCBI:txid1546517	NCBI:txid1546517|PPSDB:Q263	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Saccharospirillum sp. SA41	NCBI:txid1546518	NCBI:txid1546518|PPSDB:Q264	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	morphogenesis is influenced by		Sulfitobacter sp. SA11	NCBI:txid1546519	NCBI:txid1546519|PPSDB:Q252	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Sulfitobacter sp. SA11	NCBI:txid1546519	NCBI:txid1546519|PPSDB:Q252	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudo-nitzschia multiseries	NCBI:txid37319	NCBI:txid37319|WD:Q49550095|PPSDB:Q249	host of		Thalassospira sp. SA40	NCBI:txid1546533	NCBI:txid1546533|PPSDB:Q266	extracellular region	GO:0005576	10.1038/NATURE14488	Amin, S. A., Hmelo, L. R., van Tol, H. M., Durham, B. P., Carlson, L. T., Heal, K. R., Morales, R. L., Berthiaume, C. T., Parker, M. S., Djunaedi, B., et al. (2015). Interaction and signalling between a cosmopolitan phytoplankton and associated bacteria. Nature 522, 98–101.
	support	Pseudoblepharisma tenue	NCBI:txid2528046	NCBI:txid2528046|WD:Q62003597|PPSDB:Q63	host of		Candidatus Thiodictyon intracellulare	NCBI:txid2784338	NCBI:txid2784338|WD:Q124820528|PPSDB:Q62	cytoplasm	GO:0005737	10.1126/SCIADV.ABG4102	Muñoz-Gómez, S. A., Kreutz, M. and Hess, S. (2021). A microbial eukaryote with a unique combination of purple bacteria and green algae as endosymbionts. Science Advances 7,.
	support	Pseudoblepharisma tenue	NCBI:txid2528046	NCBI:txid2528046|WD:Q62003597|PPSDB:Q63	host of		Chlorella sp. K10	NCBI:txid1175499	NCBI:txid1175499|PPSDB:Q61	cytoplasm	GO:0005737	10.1126/SCIADV.ABG4102	Muñoz-Gómez, S. A., Kreutz, M. and Hess, S. (2021). A microbial eukaryote with a unique combination of purple bacteria and green algae as endosymbionts. Science Advances 7,.
	support	Pseudomicrothorax dubius	NCBI:txid39564	NCBI:txid39564|WD:Q121306206|PPSDB:Q468	host of		Candidatus Cryptoprodotis polytropus	NCBI:txid549339	NCBI:txid549339|WD:Q126489919|PPSDB:Q469	cytoplasm	GO:0005737	10.1111/J.1550-7408.2008.00377.X	FERRANTINI, F., FOKIN, S. I., MODEO, L., ANDREOLI, I., DINI, F., GÖRTZ, H., VERNI, F. and PETRONI, G. (2009). “Candidatus Cryptoprodotis polytropus,” A Novel Rickettsia‐Like Organism in the Ciliated Protist Pseudomicrothorax dubius (Ciliophora, Nassophorea). Journal of Eukaryotic Microbiology 56, 119–129.
	support	Pseudostaurastrum limneticum SAG 14.94		PPSDB:Q2004	host of		Candidatus Phycorickettsia sp. ex Pseudostaurastrum limneticum	NCBI:txid2282329	NCBI:txid2282329|PPSDB:Q2005			10.1038/S41396-018-0177-Y	Yurchenko, T., Ševčíková, T., Přibyl, P., El Karkouri, K., Klimeš, V., Amaral, R., Zbránková, V., Kim, E., Raoult, D., Santos, L. M. A., et al. (2018). A gene transfer event suggests a long-term partnership between eustigmatophyte algae and a novel lineage of endosymbiotic bacteria. The ISME Journal 12, 2163–2175.
	support	Pseudostaurastrum sp. CCALA 10174	NCBI:txid2267894	NCBI:txid2267894|PPSDB:Q2006	host of		Candidatus Phycorickettsia sp. ex Pseudostaurastrum sp. CCALA 10174	NCBI:txid2282330	NCBI:txid2282330|PPSDB:Q2007	cytoplasm	GO:0005737	10.1038/S41396-018-0177-Y	Yurchenko, T., Ševčíková, T., Přibyl, P., El Karkouri, K., Klimeš, V., Amaral, R., Zbránková, V., Kim, E., Raoult, D., Santos, L. M. A., et al. (2018). A gene transfer event suggests a long-term partnership between eustigmatophyte algae and a novel lineage of endosymbiotic bacteria. The ISME Journal 12, 2163–2175.
	support	Pseudotrichonympha grassii	NCBI:txid104083	NCBI:txid104083|WD:Q126617852|PPSDB:Q274	acquires nitrogen fixed by		Candidatus Azobacteroides pseudotrichonymphae	NCBI:txid511435	NCBI:txid511435|WD:Q126489908|PPSDB:Q273	cytoplasm	GO:0005737	10.1126/SCIENCE.1165578	Hongoh, Y., Sharma, V. K., Prakash, T., Noda, S., Toh, H., Taylor, T. D., Kudo, T., Sakaki, Y., Toyoda, A., Hattori, M., et al. (2008). Genome of an Endosymbiont Coupling N 2 Fixation to Cellulolysis Within Protist Cells in Termite Gut. Science 322, 1108–1109.
	support	Pseudotrichonympha grassii	NCBI:txid104083	NCBI:txid104083|WD:Q126617852|PPSDB:Q274	acquires nitrogen fixed by		Candidatus Azobacteroides pseudotrichonymphae	NCBI:txid511435	NCBI:txid511435|WD:Q126489908|PPSDB:Q273	cytoplasm	GO:0005737	10.1128/AEM.71.12.8811-8817.2005	Noda, S., Iida, T., Kitade, O., Nakajima, H., Kudo, T. and Ohkuma, M. (2005). Endosymbiotic Bacteroidales Bacteria of the Flagellated Protist Pseudotrichonympha grassii in the Gut of the Termite Coptotermes formosanus. Applied and Environmental Microbiology 71, 8811–8817.
	support	Pseudotrichonympha grassii	NCBI:txid104083	NCBI:txid104083|WD:Q126617852|PPSDB:Q274	acquires nutrients mobilized by		Candidatus Azobacteroides pseudotrichonymphae	NCBI:txid511435	NCBI:txid511435|WD:Q126489908|PPSDB:Q273	cytoplasm	GO:0005737	10.1126/SCIENCE.1165578	Hongoh, Y., Sharma, V. K., Prakash, T., Noda, S., Toh, H., Taylor, T. D., Kudo, T., Sakaki, Y., Toyoda, A., Hattori, M., et al. (2008). Genome of an Endosymbiont Coupling N 2 Fixation to Cellulolysis Within Protist Cells in Termite Gut. Science 322, 1108–1109.
	support	Pseudotrichonympha grassii	NCBI:txid104083	NCBI:txid104083|WD:Q126617852|PPSDB:Q274	acquires nutrients mobilized by		Candidatus Azobacteroides pseudotrichonymphae	NCBI:txid511435	NCBI:txid511435|WD:Q126489908|PPSDB:Q273	cytoplasm	GO:0005737	10.1128/AEM.71.12.8811-8817.2005	Noda, S., Iida, T., Kitade, O., Nakajima, H., Kudo, T. and Ohkuma, M. (2005). Endosymbiotic Bacteroidales Bacteria of the Flagellated Protist Pseudotrichonympha grassii in the Gut of the Termite Coptotermes formosanus. Applied and Environmental Microbiology 71, 8811–8817.
	support	Pseudotrichonympha solitaria	NCBI:txid2651198	NCBI:txid2651198|WD:Q127438965|PPSDB:Q2174	host of		unclassified prokaryote		PPSDB:Q1780	cytosol	GO:0005829	10.3389/FEVO.2023.1111484	Radek, R., Platt, K., Öztas, D., Šobotník, J., Sillam-Dussès, D., Hanus, R. and Brune, A. (2023). New insights into the coevolutionary history of termites and their gut flagellates: Description of Retractinympha glossotermitis gen. nov. sp. nov. (Retractinymphidae fam. nov.). Frontiers in Ecology and Evolution 11,.
	support	Pseudotrichonympha sp. AU05Sc-P1	NCBI:txid390262	NCBI:txid390262|PPSDB:Q357	host of		Bacteroidales sp. Ssp-A		PPSDB:Q356	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. BR02HtL-P1	NCBI:txid390255	NCBI:txid390255|PPSDB:Q343	host of		Bacteroidales sp. Hl		PPSDB:Q342	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. BR75CpT-P1	NCBI:txid390254	NCBI:txid390254|PPSDB:Q341	host of		Bacteroidales sp. Ct		PPSDB:Q340	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. BR76RhH-P2	NCBI:txid390260	NCBI:txid390260|PPSDB:Q353	host of		Bacteroidales sp. Rh		PPSDB:Q352	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. BR78HtT-P2	NCBI:txid390256	NCBI:txid390256|PPSDB:Q345	host of		Bacteroidales sp. Ht		PPSDB:Q344	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. BR84RhM-P5	NCBI:txid390259	NCBI:txid390259|PPSDB:Q351	host of		Bacteroidales sp. Rm		PPSDB:Q350	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. LA10Cp-P1	NCBI:txid390253	NCBI:txid390253|PPSDB:Q339	host of		Bacteroidales sp. Csp-L		PPSDB:Q338	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. LA19Sc-P8	NCBI:txid390261	NCBI:txid390261|PPSDB:Q355	host of		Bacteroidales sp. Ssp-L		PPSDB:Q354	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. MA26TgP-P1	NCBI:txid390257	NCBI:txid390257|PPSDB:Q346	host of		Bacteroidales sp. Tp		PPSDB:Q347	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. MA79Cp-P1	NCBI:txid390252	NCBI:txid390252|PPSDB:Q336	host of		Bacteroidales sp. Csp-M		PPSDB:Q337	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. MY26Pa-P2	NCBI:txid390263	NCBI:txid390263|PPSDB:Q359	host of		Bacteroidales sp. Psp		PPSDB:Q358	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudotrichonympha sp. SA16PsA-P1	NCBI:txid390258	NCBI:txid390258|PPSDB:Q349	host of		Bacteroidales sp. PSa		PPSDB:Q348	cytoplasm	GO:0005737	10.1111/J.1365-294X.2006.03219.X	NODA, S., KITADE, O., INOUE, T., KAWAI, M., KANUKA, M., HIROSHIMA, K., HONGOH, Y., CONSTANTINO, R., UYS, V., ZHONG, J., et al. (2007). Cospeciation in the triplex symbiosis of termite gut protists (Pseudotrichonympha spp.), their hosts, and their bacterial endosymbionts. Molecular Ecology 16, 1257–1266.
	support	Pseudovorticella sp. guadeloupensis	NCBI:txid1969603	NCBI:txid1969603|PPSDB:Q547	host of		bacterium ectosymbiont of Pseudovorticella sp. guadeloupensis	NCBI:txid1969606	NCBI:txid1969606|PPSDB:Q548	cell surface	GO:0009986	10.1016/J.EJOP.2017.11.002	Grimonprez, A., Molza, A., Laurent, M. C. Z., Mansot, J.-L. and Gros, O. (2018). Thioautotrophic ectosymbiosis in Pseudovorticella sp., a peritrich ciliate species colonizing wood falls in marine mangrove. European Journal of Protistology 62, 43–55.
	support	Pyrsonympha sp. ex Hodotermopsis sjoestedti		PPSDB:Q2149	host of		Spirochaete ectosymbiont of Pyrsonympha sp. ex Hodotermopsis sjoestedti		PPSDB:Q2150	cell surface	GO:0009986	10.1038/S41396-018-0297-4	Utami, Y. D., Kuwahara, H., Igai, K., Murakami, T., Sugaya, K., Morikawa, T., Nagura, Y., Yuki, M., Deevong, P., Inoue, T., et al. (2018). Genome analyses of uncultured TG2/ZB3 bacteria in ‘Margulisbacteria’ specifically attached to ectosymbiotic spirochetes of protists in the termite gut. The ISME Journal 13, 455–467.
	support	Pyrsonympha vertens	NCBI:txid2005061	NCBI:txid2005061|WD:Q122067720|PPSDB:Q334	host of		Candidatus Endomicrobium pyrsonymphae	NCBI:txid1408203	NCBI:txid1408203|WD:Q126489928|PPSDB:Q335	cytoplasm	GO:0005737	10.1128/AEM.71.3.1473-1479.2005	Stingl, U., Radek, R., Yang, H. and Brune, A. (2005). “ Endomicrobia ”: Cytoplasmic Symbionts of Termite Gut Protozoa Form a Separate Phylum of Prokaryotes. Applied and Environmental Microbiology 71, 1473–1479.
	support	Pyrsonympha vertens	NCBI:txid2005061	NCBI:txid2005061|WD:Q122067720|PPSDB:Q334	host of		unclassified Bacteria		PPSDB:Q14	cytoplasm	GO:0005737	10.1128/AEM.71.3.1473-1479.2005	Stingl, U., Radek, R., Yang, H. and Brune, A. (2005). “ Endomicrobia ”: Cytoplasmic Symbionts of Termite Gut Protozoa Form a Separate Phylum of Prokaryotes. Applied and Environmental Microbiology 71, 1473–1479.
	support	Reticulitermes amamianus	NCBI:txid297550	NCBI:txid297550|PPSDB:Q2342	host of		Teranympha sp. Ra2Tera1c	NCBI:txid2010859	NCBI:txid2010859|PPSDB:Q2332	lumen of digestive tract	UBERON_0006909	10.1264/JSME2.ME17096	Noda, S., Shimizu, D., Yuki, M., Kitade, O. and Ohkuma, M. (2018). Host-Symbiont Cospeciation of Termite-Gut Cellulolytic Protists of the Genera Teranympha and Eucomonympha and their Treponema Endosymbionts. Microbes and Environments 33, 26–33.
	support	Reticulitermes flavipes		WD:Q1499375|PPSDB:Q1494	host of		Trichonympha agilis	NCBI:txid63628	NCBI:txid63628|WD:Q122069629|PPSDB:Q331	lumen of digestive tract	UBERON_0006909	10.1111/J.1365-294X.2008.04029.X	IKEDA‐OHTSUBO, W. and BRUNE, A. (2009). Cospeciation of termite gut flagellates and their bacterial endosymbionts: Trichonympha species and ‘Candidatus Endomicrobium trichonymphae.’ Molecular Ecology 18, 332–342.
	support	Reticulitermes hesperus	NCBI:txid201979	NCBI:txid201979|WD:Q13582614|PPSDB:Q1495	host of		Trichonympha agilis	NCBI:txid63628	NCBI:txid63628|WD:Q122069629|PPSDB:Q331	lumen of digestive tract	UBERON_0006909	10.1111/J.1365-294X.2008.04029.X	IKEDA‐OHTSUBO, W. and BRUNE, A. (2009). Cospeciation of termite gut flagellates and their bacterial endosymbionts: Trichonympha species and ‘Candidatus Endomicrobium trichonymphae.’ Molecular Ecology 18, 332–342.
	support	Reticulitermes kanmonensis		WD:Q124096037|PPSDB:Q2341	host of		Teranympha sp. RkTera1B	NCBI:txid2010860	NCBI:txid2010860|PPSDB:Q2333	lumen of digestive tract	UBERON_0006909	10.1264/JSME2.ME17096	Noda, S., Shimizu, D., Yuki, M., Kitade, O. and Ohkuma, M. (2018). Host-Symbiont Cospeciation of Termite-Gut Cellulolytic Protists of the Genera Teranympha and Eucomonympha and their Treponema Endosymbionts. Microbes and Environments 33, 26–33.
	support	Reticulitermes lucifugus	NCBI:txid127386	NCBI:txid127386|WD:Q3933745|PPSDB:Q1493	host of		Trichonympha agilis	NCBI:txid63628	NCBI:txid63628|WD:Q122069629|PPSDB:Q331	lumen of digestive tract	UBERON_0006909	10.1111/J.1365-294X.2008.04029.X	IKEDA‐OHTSUBO, W. and BRUNE, A. (2009). Cospeciation of termite gut flagellates and their bacterial endosymbionts: Trichonympha species and ‘Candidatus Endomicrobium trichonymphae.’ Molecular Ecology 18, 332–342.
	support	Reticulitermes okinawanus	NCBI:txid112479	NCBI:txid112479|PPSDB:Q2340	host of		Teranympha sp. RoTera1b	NCBI:txid2010863	NCBI:txid2010863|PPSDB:Q2334	lumen of digestive tract	UBERON_0006909	10.1264/JSME2.ME17096	Noda, S., Shimizu, D., Yuki, M., Kitade, O. and Ohkuma, M. (2018). Host-Symbiont Cospeciation of Termite-Gut Cellulolytic Protists of the Genera Teranympha and Eucomonympha and their Treponema Endosymbionts. Microbes and Environments 33, 26–33.
